#Averaged int pulse and pulse max data for run 989.
#Total number of pulse events is 806334.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
0  0  -1  -1  0
0  1  625.112  125.544  8581
0  2  484.622  107.076  9031
0  3  974.893  180.176  11545
0  4  419.801  101.258  6566
0  5  707.826  41081.3  14949
0  6  469.008  97.0909  12173
0  7  655.705  8186.26  14576
0  8  1121.25  212.007  17505
0  9  793.96  164.372  13853
0  10  586.052  127.079  10440
0  11  785.012  152.32  9560
1  0  881.926  162.036  13302
1  1  1078.62  196.857  14076
1  2  596.802  122.592  11410
1  3  939.871  175.572  14351
1  4  1443.02  262.629  16038
1  5  404.925  5127.33  8381
1  6  1732.95  299.264  15832
1  7  790.005  166.912  12729
1  8  878.144  179.232  12229
1  9  768.127  160.106  10315
1  10  641.131  137.153  8121
1  11  512.636  117.279  4964
2  0  503.002  106.223  4727
2  1  872.695  164.24  10943
2  2  1001.03  178.231  11503
2  3  528.664  111.94  9027
2  4  802.119  3791.53  11222
2  5  1470.3  245.562  12924
2  6  787.089  144.799  10848
2  7  792.032  148.358  10422
2  8  780.358  151.293  9323
2  9  475.777  111.416  2774
2  10  1161.83  218.489  7411
2  11  1259.7  230.731  6428
3  0  923.494  182.65  8749
3  1  584.271  123.7  6906
3  2  1048.63  196.091  9973
3  3  773.169  150.913  9074
3  4  1017.21  179.045  9881
3  5  952.709  157.463  9073
3  6  1276.53  535.12  10452
3  7  939.369  3367.89  8806
3  8  449.621  97.5519  4670
3  9  513.826  113.365  4896
3  10  595.226  124.483  4778
3  11  970.322  184.786  4833
4  0  599.434  119.062  5651
4  1  1037.41  193.473  7151
4  2  532.404  112.511  6362
4  3  657.968  133.315  7013
4  4  555.259  131.598  5922
4  5  1421.71  300.784  8829
4  6  647.686  123.858  6212
4  7  684.431  154.762  5159
4  8  1404.97  255.449  6810
4  9  483.864  111.149  4094
4  10  1015.98  200.32  4802
4  11  323.559  87.7046  715
5  0  589.861  124.014  4682
5  1  353.666  89.1979  2789
5  2  1213.95  225.631  6773
5  3  524.881  121.297  4817
5  4  1031.08  209300  6689
5  5  1952.15  346.034  7550
5  6  1590.85  798.462  6896
5  7  458.558  109.301  4410
5  8  1479.57  358.964  5565
5  9  715.783  148.538  4145
5  10  1261.49  233.74  4204
5  11  357.964  96.5157  2010
6  0  1011.33  185.549  5088
6  1  382.676  93.5499  21
6  2  1425.86  257.187  5850
6  3  618.894  128.134  4685
6  4  1685.57  691.822  5915
6  5  840.592  1168.19  5166
6  6  1226.31  982.144  5259
6  7  1323.96  234.432  4856
6  8  2398.71  423.396  4866
6  9  734.643  152.418  3414
6  10  1081.05  211.02  3353
6  11  690.665  145.701  2412
7  0  845.015  166.213  4042
7  1  1989.19  346.687  4698
7  2  772.19  164.346  4253
7  3  569.268  126.928  3710
7  4  626.545  129.771  3853
7  5  1120.13  227.828  4525
7  6  915.322  190.963  4139
7  7  479.145  113.919  2297
7  8  772.094  157.601  3233
7  9  1118.84  216.165  3138
7  10  753.821  153.334  2493
7  11  677.055  144.458  2047
8  0  312.016  89.5144  1304
8  1  794.107  166.902  3302
8  2  1884.66  341.595  4229
8  3  581.435  127.803  2983
8  4  713.162  139.233  3097
8  5  2133.1  376.778  4070
8  6  707.029  147.386  3031
8  7  520.038  111.758  2410
8  8  1073.46  204.109  3009
8  9  481.521  106.79  1907
8  10  809.16  164.437  2216
8  11  644.659  138.676  1802
9  0  420.857  104.966  1539
9  1  1057.42  226.812  3016
9  2  2219.73  388.835  3519
9  3  1824.81  330.741  3500
9  4  1123.28  192.658  3136
9  5  3084.01  2550.39  3441
9  6  1888.39  328.05  3173
9  7  1015.05  189.284  2633
9  8  951.496  190.692  2437
9  9  1302.8  244.496  2376
9  10  1184.99  226.363  2074
9  11  2056.39  362.026  2108
10  0  172.313  73.2069  345
10  1  1363.4  242.043  2729
10  2  1509.84  286.248  2845
10  3  1392.33  260.364  2837
10  4  1074.34  195.847  2632
10  5  2867.87  511.351  2921
10  6  808.265  166.052  2156
10  7  646.233  145.056  1843
10  8  1769.05  315.883  2219
10  9  1605.33  291.317  2116
10  10  835.385  168.298  1679
10  11  1626.04  302.345  1747
11  0  706.044  145.006  1978
11  1  342.176  85.1823  1077
11  2  629.272  139.72  2033
11  3  611.365  138.312  1955
11  4  1126.74  206.456  2172
11  5  1880.96  347.239  2362
11  6  844.007  316.274  1892
11  7  769.375  132.768  1333
11  8  1142.84  222.469  1774
11  9  1240.2  238.091  1712
11  10  2236.31  407.213  1826
11  11  493.703  123.018  1106
