1400,1475
1400,1475
1450,1525
1400,1500
1450,1750
1450,1750
1450,1750
1450,1750
1400,1475
1400,1500
1400,1525
1400,1525
1400,1475
1400,1475
1350,1475
1350,1525
1450,1750
1450,1750
1450,1700
1450,1750
1400,1475
1350,1525
1400,1475
1350,1525
1400,1525
1400,1500
1425,1475
1350,1525
1450,1750
1450,1750
1450,1750
1450,1750
1400,1500
1425,1575
1400,1475
1400,1475
1425,1475
1425,1500 
1400,1475
0,0
1450,1750
1450,1750
1450,1700
1600,1750
1350,1500
1350,1525
1400,1525
1350,1525
1425,1500 
1425,1475
1425,1525
1350,1525
1550,1750
0,0
1550,1750
1450,1750
1400,1450
1450,1525
1400,1475
1425,1525
1425,1500
1425,1525
1400,1450
1400,1525
1450,1750
1450,1700
1450,1750
1500,1600
1350,1450
1425,1525
1400,1500
1400,1525
1400,1525
1425,1525
1400,1500
1450,1475
1450,1750
1450,1750
1450,1750
1450,1750
1400,1450
1400,1525
1350,1525
1350,1525
1350,1525
1400,1475
1400,1525
1350,1525
1450,1750
1450,1750
1450,1750
1450,1750
1350,1525
1350,1525
1350,1525
1400,1525
1350,1525
1400,1525
1400,1475
1400,1525
1450,1750
1450,1550
1450,1750
1450,1750
1400,1500
1350,1525
1400,1525
1400,1525
1400,1525
1400,1500
1400,1475
1350,1475
1450,1750
1450,1750
1450,1750
1450,1750
1400,1525
1350,1525
1350,1525
1350,1525
1350,1525
1400,1525
1400,1500
1400,1475
1450,1750
1450,1650
1450,1750
1450,1750
1400,1500
1350,1525
1400,1525
1350,1525
1425,1525
1425,1525
1350,1525
1400,1525
1450,1750
1450,1750
1450,1750
1450,1750
1350,1500
1350,1525
1350,1525
1400,1525
