#Averaged int pulse and pulse max data for run 1201.
#Total number of pulse events is 4188816.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
0  0  911.098  -2.70207e+06  29089
0  1  587.693  -2.25171e+06  29089
0  2  615.981  -1.29204e+06  29089
0  3  1348.8  -365257  29089
0  4  1193.19  -2.48912e+07  29089
0  5  2702.38  -1.24361e+07  29089
0  6  1319.55  -2.57696e+07  29089
0  7  792.846  -2.37312e+07  29089
0  8  823.393  -8.60092e+06  29089
0  9  580.483  -30670.2  29089
0  10  563.957  -34394  29089
0  11  557.139  -88352.7  29089
1  0  1273.27  -8.89217e+06  29089
1  1  933.248  -9.94751e+06  29089
1  2  726.391  -8.2133e+06  29089
1  3  886.739  -9.46762e+06  29089
1  4  4395.54  -7.45618e+06  29089
1  5  1278.96  -1.65128e+06  29089
1  6  4180.54  -539197  29089
1  7  2435.61  -2.1338e+06  29089
1  8  986.845  -5.05518e+06  29089
1  9  560.648  -3.51794e+06  29089
1  10  607.125  -1.075e+07  29089
1  11  396.45  -528594  29089
2  0  633.085  -256463  29089
2  1  651.276  -191876  29089
2  2  961.593  -52140.1  29089
2  3  566.771  -5.81759e+06  29089
2  4  2370.31  -1.11018e+07  29089
2  5  3246.65  -9.59818e+06  29089
2  6  2158.16  -1.1333e+07  29089
2  7  1826.67  -267695  29089
2  8  874.924  -119152  29089
2  9  320.97  -3.69065e+06  29089
2  10  793.792  -2.88474e+06  29089
2  11  769.723  -1.41422e+07  29089
3  0  1158.8  -1.87978e+06  29089
3  1  657.945  -280246  29089
3  2  940.709  -339144  29089
3  3  357.393  -7.51888e+06  29089
3  4  3214.39  -1.21632e+07  29089
3  5  3227.33  -1.54943e+07  29089
3  6  3241.16  -4.89064e+06  29089
3  7  1569.1  -7.95728e+06  29089
3  8  443.156  -661730  29089
3  9  460.104  -6.28755e+06  29089
3  10  273.878  -1.50499e+07  29089
3  11  403.709  -316779  29089
4  0  706.688  -497050  29089
4  1  944.785  -2.44427e+06  29089
4  2  376.512  -3.73889e+06  29089
4  3  652.536  -5.73323e+06  29089
4  4  2075.25  -1.12866e+06  29089
4  5  2853.54  -695099  29089
4  6  1819.08  -1.25869e+07  29089
4  7  1736.24  -1.6837e+07  29089
4  8  1210.61  -2.8937e+07  29089
4  9  471.983  -2.82543e+07  29089
4  10  767.946  -241356  29089
4  11  182.586  -7.05378e+06  29089
5  0  586.767  -156476  29089
5  1  253.278  -2.01917e+06  29089
5  2  1524.94  -838527  29089
5  3  822.247  -974373  29089
5  4  2858.47  -6.12756e+07  29089
5  5  6215.72  -1.72305e+07  29089
5  6  2127.78  -2.05144e+07  29089
5  7  571.745  -2.80085e+07  29089
5  8  1310.36  -2.18702e+07  29089
5  9  631.252  -5.57672e+06  29089
5  10  663.516  -5.05532e+06  29089
5  11  284.037  -2.53666e+06  29089
6  0  591.904  -1.21219e+06  29089
6  1  -13.7052  -1.0647e+07  29089
6  2  924.604  -1.18204e+07  29089
6  3  543.721  -7.72151e+06  29089
6  4  2391.89  -69195.6  29089
6  5  1814.8  -40758  29089
6  6  759.034  -1.99729e+07  29089
6  7  921.6  -2.90203e+07  29089
6  8  1729.34  -7.06861e+08  29089
6  9  608.225  -7.69141e+08  29089
6  10  653.977  -3.21271e+08  29089
6  11  462.067  -5.62039e+07  29089
7  0  570.936  -6.58544e+06  29089
7  1  1761.34  -183384  29089
7  2  677.176  -14188.9  29089
7  3  474.472  -11420.6  29089
7  4  1551.57  -7911.9  29089
7  5  2547.51  -9788.81  29089
7  6  1118.36  -1.03248e+07  29089
7  7  470.688  -7.90868e+06  29089
7  8  631.141  -1.1283e+06  29089
7  9  937.727  -583500  29089
7  10  579.117  -712587  29089
7  11  446.924  -144794  29089
8  0  305.218  -322748  29089
8  1  693.355  -205956  29089
8  2  1112.31  -566898  29089
8  3  255.336  -280361  29089
8  4  1590.09  -287933  29089
8  5  4538.73  -28.2478  29089
8  6  660.907  -2.12693e+08  29089
8  7  735.885  -1.5575e+08  29089
8  8  707.968  -3.02085e+07  29089
8  9  484.747  -1.58561e+07  29089
8  10  403.921  -4.60572e+08  29089
8  11  465.444  -1.38309e+07  29089
9  0  347.288  -3.52488e+06  29089
9  1  901.579  -594540  29089
9  2  1351.73  -2.07792e+06  29089
9  3  1111.64  -16054.8  29089
9  4  2439.84  -58210  29089
9  5  2579.64  -122804  29089
9  6  1832.84  -2.46506e+06  29089
9  7  1396.41  -4.46489e+06  29089
9  8  376.298  -210543  29089
9  9  624.641  -347892  29089
9  10  458.536  -20142.2  29089
9  11  821.689  -1.71448e+06  29089
10  0  137.683  -25068.6  29089
10  1  435.506  -16034.4  29089
10  2  714.022  -9.54996e+09  29089
10  3  1124.51  -58.1305  29089
10  4  2142.1  9.43424  29089
10  5  3202.87  -29.7334  29089
10  6  1298.87  -7.41388e+06  29089
10  7  1156.37  -6.8355e+06  29089
10  8  787.762  -7.1025e+06  29089
10  9  583.008  -2.1657e+06  29089
10  10  253.067  -1.14288e+06  29089
10  11  642.486  -5.59871e+06  29089
11  0  537.066  -1.09972e+07  29089
11  1  109.035  -3.07176e+06  29089
11  2  423.121  -1.37678e+06  29089
11  3  324.677  -2.69049e+06  29089
11  4  2899.44  -1.89438e+06  29089
11  5  3077.47  -846311  29089
11  6  598.695  -3.66186e+07  29089
11  7  667.289  -2.49179e+08  29089
11  8  847.341  -3.99598e+06  29089
11  9  616.871  -2.00077e+06  29089
11  10  539.388  -1.41986e+07  29089
11  11  417.362  -4.98327e+06  29089
