#Averaged int pulse and pulse max data for run 1204.
#Total number of pulse events is 4205952.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
0  0  18127.2  -1.89263e+06  29208
0  1  9300.73  -1.19342e+06  29208
0  2  9502.6  -882768  29208
0  3  29905.4  -174158  29208
0  4  2281.32  -9.89885e+06  29208
0  5  5113.24  -4.41736e+06  29208
0  6  2292.65  -7.0847e+08  29208
0  7  1349.21  -7.266e+08  29208
0  8  14082.5  -1.51157e+07  29208
0  9  9036.1  -23291.6  29208
0  10  6815.38  -762651  29208
0  11  8585.43  -7.78817e+06  29208
1  0  27117.1  -1.05847e+06  29208
1  1  18206  -1.42032e+07  29208
1  2  11406.3  -9.9741e+06  29208
1  3  17083.6  -1.24077e+07  29208
1  4  11634  -1.34726e+07  29208
1  5  2438.45  -8.66612e+06  29208
1  6  8792.08  -1.03808e+06  29208
1  7  4488.82  -2.07879e+06  29208
1  8  20143.8  -612802  29208
1  9  7323.8  -1.60707e+06  29208
1  10  8481.91  -1.69931e+07  29208
1  11  6234.63  -1.00682e+06  29208
2  0  10661.3  -631.741  29208
2  1  10161.2  -629.854  29208
2  2  16299.9  -101525  29208
2  3  11502.2  -897080  29208
2  4  4617.95  -2.95086e+06  29208
2  5  6381.98  -4.27308e+06  29208
2  6  3842.95  -4.23869e+06  29208
2  7  3338.47  -89649.3  29208
2  8  13575.5  -77001  29208
2  9  5028  -3.4382e+06  29208
2  10  14649.2  -1.91474e+06  29208
2  11  18344  -2.41712e+06  29208
3  0  21049.1  -303597  29208
3  1  9091.04  -56289  29208
3  2  16500.9  -75050.5  29208
3  3  22405  -71273.2  29208
3  4  6031.37  -588185  29208
3  5  6012.55  -5.1766e+06  29208
3  6  6249.79  -329524  29208
3  7  3058.83  -1.74223e+06  29208
3  8  6875.67  -156030  29208
3  9  5702.63  -2.7072e+06  29208
3  10  4728.72  -1.9608e+07  29208
3  11  6106.34  -1.60167e+06  29208
4  0  8757.26  -1.41784e+06  29208
4  1  20581.4  -2.29194e+08  29208
4  2  4933.68  -1.80212e+09  29208
4  3  12945  -1.95406e+09  29208
4  4  3936.02  -2.22306e+09  29208
4  5  6227.97  -1.87802e+07  29208
4  6  3465.28  -4.39947e+07  29208
4  7  3269.25  -2.18154e+07  29208
4  8  25619.3  -5.91299e+06  29208
4  9  5964.52  -6.53398e+06  29208
4  10  11909.9  -2.2347e+06  29208
4  11  2425.17  -8.15893e+06  29208
5  0  8723.29  -1.56935e+06  29208
5  1  3126.95  -740007  29208
5  2  28960.8  -369854  29208
5  3  16389.8  -369055  29208
5  4  5479.19  -3.64028e+07  29208
5  5  19223.4  -6.6458e+06  29208
5  6  4027.45  -6.22118e+07  29208
5  7  1304.58  -3.6979e+07  29208
5  8  27905  -2.10645e+07  29208
5  9  9593.1  -1.35282e+07  29208
5  10  10817.5  -1.22609e+07  29208
5  11  3005.32  -1.078e+07  29208
6  0  8946.39  -1.01311e+06  29208
6  1  513.353  -1.8628e+06  29208
6  2  21302.4  -2.76813e+06  29208
6  3  8375.56  -1.61579e+06  29208
6  4  4461.72  -102.769  29208
6  5  3392.01  -84.7831  29208
6  6  832.596  -6.74088e+07  29208
6  7  938.588  -2.72605e+08  29208
6  8  39044.5  -9.70817e+07  29208
6  9  7615.64  -1.06923e+08  29208
6  10  12694.8  -1.14976e+08  29208
6  11  5820.08  -2.75185e+07  29208
7  0  10261.5  -168875  29208
7  1  42288.5  -55501.9  29208
7  2  12299.7  -179244  29208
7  3  5107.83  -384081  29208
7  4  2861.85  -167305  29208
7  5  4752.36  -1.07059e+06  29208
7  6  1560.29  -4.55241e+06  29208
7  7  501.642  -4.8204e+06  29208
7  8  6929.24  -672173  29208
7  9  16904.6  -1.39521e+06  29208
