#Averaged int pulse and pulse max data for run 1203.
#Total number of pulse events is 4196160.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
0  0  6213.61  -1.88095e+06  29140
0  1  4098.06  -252345  29140
0  2  3981.16  -2.04564e+06  29140
0  3  10507.8  -183722  29140
0  4  1855.76  -309242  29140
0  5  4183.63  -1.21324e+06  29140
0  6  1921.28  -4.87419e+06  29140
0  7  1141.11  -8.5774e+06  29140
0  8  4861.71  -5.35996e+06  29140
0  9  3748.28  -489.206  29140
0  10  3114.08  -2.96271e+06  29140
0  11  3777.3  -4.60116e+06  29140
1  0  8696.75  -474723  29140
1  1  6434.35  -334750  29140
1  2  4736.08  -3.73609e+08  29140
1  3  5516.21  -3.06918e+08  29140
1  4  7956.56  -3.21775e+08  29140
1  5  1990  -2.30276e+08  29140
1  6  6492.11  -3.12259e+07  29140
1  7  3687.24  -1.83698e+07  29140
1  8  6429.11  -2.54341e+06  29140
1  9  3345.07  -2.68636e+07  29140
1  10  3792.68  -1.21694e+11  29140
1  11  2788.78  -1.50128e+10  29140
2  0  4185.07  -1.51591e+07  29140
2  1  4279.2  -393986  29140
2  2  6045  -318494  29140
2  3  3702.56  -69353.3  29140
2  4  3742.07  -879464  29140
2  5  5009.81  -2.74417e+06  29140
2  6  3192.79  -1.35961e+06  29140
2  7  2749.25  -768586  29140
2  8  5127.88  -409210  29140
2  9  2198.34  -8.32699e+06  29140
2  10  5151.29  -4.89704e+07  29140
2  11  6043.17  -6.45484e+07  29140
3  0  7536  -2.41963e+06  29140
3  1  4089.18  -85232.7  29140
3  2  5915.45  -466022  29140
3  3  6405.25  -10570  29140
3  4  4927.93  -7.20683e+06  29140
3  5  4935.31  -4.458e+07  29140
3  6  5034.04  -2.53884e+07  29140
3  7  2484.67  -3.20104e+07  29140
3  8  3057.6  -9.64009e+06  29140
3  9  2605.51  -1.81627e+07  29140
3  10  2033.03  -2.78151e+07  29140
3  11  2744.02  -2.30175e+06  29140
4  0  4062.88  -183381  29140
4  1  6701.49  -1.23047e+06  29140
4  2  2249.13  -3.01498e+07  29140
4  3  4189.95  -9.62223e+06  29140
4  4  3212.84  -2.06073e+06  29140
4  5  4384.26  -2.84374e+06  29140
4  6  2831.75  -1.78179e+07  29140
4  7  2678.07  -2.07141e+08  29140
4  8  7979.23  -1.00505e+08  29140
4  9  2740.82  -1.29471e+07  29140
4  10  4756.88  -488844  29140
4  11  1101.58  -2.04e+07  29140
5  0  3808.43  -4.05098e+06  29140
5  1  1418.38  -6.36866e+06  29140
5  2  11120.9  -6.19071e+06  29140
5  3  4956.62  -617386  29140
5  4  4458.61  -847785  29140
5  5  14697.4  -983784  29140
5  6  3295.69  -6.10233e+06  29140
5  7  1020.7  -4.75608e+06  29140
5  8  10897.4  -4.67257e+06  29140
5  9  3807.85  -4.20391e+06  29140
5  10  4094.13  -3.39283e+06  29140
5  11  1369.26  -5.95176e+06  29140
6  0  3884.15  -682310  29140
6  1  134.848  -211829  29140
6  2  6131.21  -1.20041e+06  29140
6  3  3606.27  -6.56584e+06  29140
6  4  3660.77  -3472.39  29140
6  5  2777.31  -135.447  29140
6  6  833.179  -1.1125e+08  29140
6  7  975.974  -1.30241e+08  29140
6  8  14041  -2.68647e+10  29140
6  9  3560.93  -1.57816e+10  29140
6  10  4576.59  -6.59893e+09  29140
6  11  2715.92  -6.53829e+08  29140
7  0  3951.6  -2.26402e+08  29140
7  1  13578.4  -2.33129e+08  29140
7  2  4293.1  -1.05771e+08  29140
7  3  2447.45  -8.63218e+07  29140
7  4  2354.8  -5.78248e+07  29140
7  5  3900.82  -6.46341e+07  29140
7  6  1419.03  -1.46664e+07  29140
7  7  507.886  -3.95158e+07  29140
7  8  3345.43  -2.61193e+07  29140
7  9  5803.47  -3.02703e+07  29140
7  10  3352.27  -2.72905e+07  29140
7  11  2470.7  -1.56568e+06  29140
8  0  1809.02  -1.55022e+06  29140
8  1  4307.35  -168470  29140
8  2  7031.36  -178754  29140
8  3  3307.87  -7159.04  29140
8  4  2354.59  -606.068  29140
8  5  6900.82  -38.479  29140
8  6  594.504  -1.13536e+08  29140
8  7  846.687  -8.68516e+07  29140
8  8  4018.93  -3.39418e+07  29140
8  9  2576.02  -6.97126e+07  29140
8  10  2217.72  -7.46069e+07  29140
8  11  2872.99  -6.06706e+07  29140
9  0  1971.96  -4.33344e+06  29140
9  1  6062.53  -431482  29140
9  2  8748.02  -1.92527e+06  29140
9  3  7278.49  -1.29729e+06  29140
9  4  3761.53  -1.41443e+06  29140
9  5  4034.13  -626765  29140
9  6  2566.56  -3.58318e+06  29140
9  7  2055.94  -5.03143e+06  29140
9  8  2392.3  -1.6288e+06  29140
9  9  4169.38  -7.40121e+06  29140
9  10  3068.19  -979365  29140
9  11  5823.92  -4.64706e+06  29140
10  0  749.199  -40121.8  29140
10  1  3024  -23363.6  29140
10  2  4918.83  -2.31155e+07  29140
10  3  6814.57  -17951.1  29140
10  4  3322.19  9.83697  29140
10  5  4950.81  -75.7451  29140
10  6  1865.7  -1.97574e+07  29140
10  7  1765.25  -3.22612e+07  29140
10  8  5243.76  -2.42759e+08  29140
10  9  3583.89  -4.30989e+06  29140
10  10  1920.3  -1.0917e+07  29140
10  11  4140.54  -8.62405e+06  29140
11  0  3510.82  -3.4743e+06  29140
11  1  1135.69  -846802  29140
11  2  2402.49  -743784  29140
11  3  2081.76  -2.11871e+06  29140
11  4  4436.22  -1.08686e+06  29140
11  5  4782.95  -1.62041e+06  29140
11  6  676.474  -9.32359e+07  29140
11  7  915.492  -8.49782e+07  29140
11  8  5203.16  -5.19154e+06  29140
11  9  4217.2  -4.81215e+06  29140
11  10  4031.17  -5.38372e+07  29140
11  11  2620.13  -1.55309e+07  29140
