#Averaged int pulse and pulse max data for run 1205.
#Total number of pulse events is 4196304.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
5  0  5694.38  -5.55794e+06  29141
5  1  2083.9  -5.89252e+06  29141
5  2  19044.7  -3.68667e+06  29141
5  3  8661.2  -1.4407e+06  29141
5  4  4946.84  -4.4442e+06  29141
5  5  16990.8  -2.89491e+06  29141
5  6  3658.17  -1.9709e+07  29141
5  7  1163.16  -2.63432e+07  29141
5  8  18449.3  -1.22122e+07  29141
5  9  5592.02  -1.05806e+07  29141
5  10  5918.15  -7.50177e+06  29141
5  11  2004.62  -6.81869e+06  29141
6  0  5822.48  -632707  29141
6  1  266.082  -252673  29141
6  2  9742.19  -175873  29141
6  3  5354.35  -2.46931e+06  29141
6  4  4049.07  -523039  29141
6  5  3071.13  -278564  29141
6  6  888.498  -1.19883e+08  29141
6  7  1035.19  -1.58028e+08  29141
6  8  23891.4  -1.56859e+07  29141
6  9  5233.72  -2.30592e+07  29141
6  10  6693.33  -1.50527e+07  29141
6  11  3942.98  -1.36522e+07  29141
7  0  5938.41  -210533  29141
7  1  26008.7  -707.504  29141
7  2  6362.7  -111940  29141
7  3  3525.79  -558151  29141
7  4  2595.32  -469112  29141
7  5  4314.45  -465378  29141
7  6  1535.94  -2.30781e+07  29141
7  7  535.576  -1.21182e+08  29141
7  8  4804.96  -2.87274e+06  29141
7  9  9569.79  -1.71128e+06  29141
7  10  4878.13  -1.55951e+06  29141
7  11  3597.41  -194471  29141
8  0  2670.86  -5.02199e+07  29141
8  1  6405.98  -175473  29141
8  2  10703.3  -715272  29141
8  3  2689.77  -114061  29141
8  4  2585.43  -921280  29141
8  5  7663.8  -177.531  29141
8  6  613.628  -4.60007e+07  29141
8  7  900.498  -2.27077e+08  29141
8  8  5841.35  -4.28602e+07  29141
8  9  3640.9  -5.01355e+07  29141
8  10  3329.96  -5.04918e+07  29141
8  11  4220.81  -3.92239e+07  29141
9  0  2897.05  -5.66924e+06  29141
9  1  9220.46  -664386  29141
9  2  16848  -866704  29141
9  3  13755.8  -16644.7  29141
9  4  4167.24  -5267.2  29141
9  5  4480.27  -2756.17  29141
9  6  2809.64  -1.30338e+07  29141
9  7  2262.48  -9.54567e+06  29141
9  8  3544.95  -342813  29141
9  9  6266.92  -1.0528e+07  29141
9  10  4563.56  -9.28406e+06  29141
9  11  9565.4  -1.25379e+07  29141
10  0  1091.14  -116042  29141
10  1  4413.82  -6.7135e+06  29141
10  2  7362.29  -4.16332e+06  29141
10  3  12619.4  -498717  29141
10  4  3676.46  -29615.8  29141
10  5  5493.12  -13197.3  29141
10  6  2054.69  -4.61371e+06  29141
10  7  1953.02  -3.2924e+06  29141
10  8  7877.95  -7.89308e+06  29141
10  9  5343.42  -1.34739e+07  29141
10  10  2898.9  -1.43413e+07  29141
10  11  6140.79  -1.25925e+07  29141
11  0  5192.14  -7.97788e+06  29141
11  1  1733.22  -168650  29141
11  2  3557.58  -130883  29141
11  3  3072.21  -751637  29141
11  4  4905.59  -693.453  29141
11  5  5303.74  -202.961  29141
11  6  725.897  -1.11527e+08  29141
11  7  1013.79  -8.92348e+07  29141
11  8  7500.53  -8.81465e+07  29141
11  9  6298.08  -9.1722e+07  29141
11  10  6009.12  -9.45792e+07  29141
11  11  3818.26  -638252  29141
