1400,1450 
1400,1450
1425,1475
1400,1425
1450,1650
1450,1650
1450,1650
1450,1650
1400,1450 
1350,1475
1350,1475
1350,1450
1350,1425
1400,1425
1400,1450
1400,1450
1450,1550
1450,1650
1450,1650
1450,1650
1350,1475
1350,1475
1350,1450
1350,1475
1425,1475
1400,1475
1400,1475
1400,1475
1450,1650
1450,1650
1450,1650
1450,1650
1350,1475
1400,1475
1350,1450
1400,1425
1400,1425
1425,1475
1400,1450
1425,1475
1450,1650
1450,1650
1450,1650
1450,1650
1350,1425
1400,1475
1350,1475
1350,1475
1400,1475
1425,1450
1350,1475
1400,1475
1500,1650
0,0
1450,1650
1450,1650
1400,1450
1425,1475
1400,1450
1425,1475
1400,1475
1400,1475
1400,1425
1400,1475
1450,1650
1450,1450
1450,1650
1500,1600
1350,1450
1425,1475
1350,1475
1350,1475
1350,1425
1425,1475
1350,1425
1450,1475
1450,1650
1450,1650
1450,1650
1450,1650
1400,1400
1400,1475
1350,1450
1350,1475
1350,1450
1350,1350
1400,1425
1350,1475
1450,1650
1450,1650
1450,1650
1450,1600
1350,1475
1350,1450
1350,1475
1350,1475
1400,1475
1400,1450 
1350,1400
1350,1400
1450,1650
1450,1500
1450,1650
1450,1650
1350,1475
1350,1475
1400,1475
1425,1475
1400,1475
1400,1425
1350,1400
1350,1425
1450,1650
1450,1650
1450,1650
1450,1650
1350,1475
1350,1475
1350,1475
1425,1475
1425,1475
1400,1475
1350,1450
1350,1425
1450,1650
1450,1650
1450,1650
1450,1650
1400,1400
1350,1475
1400,1475
1350,1475
1425,1475
1400,1475
1400,1475
1400,1475
1450,1650
1450,1650
1450,1650
1450,1650
1350,1450
1400,1475
1400,1475
1350,1475
