Module	 HV
1	-1461.14
2	-1456.52
3	-1455.78
4	-1422.1
5	-2059.1
6	-1648.06
7	-1623.66
8	-1677.3
9	-1435.46
10	-1407.33
11	-1386.08
12	-1446.42
13	-1411.57
14	-1417.32
15	-1418.06
16	-1393.24
17	-1793.69
18	-1560.45
19	-1800
20	-2000
21	-1419.14
22	-1440.91
23	-1517.83
24	-1558.06
25	-1413.75
26	-1558.66
27	-1456.58
28	-1400.02
29	-1872.22
30	-1658.03
31	-2111.37
32	-1935
33	-1447.97
34	-1431.54
35	-1518.97
36	-1411.1
37	-1437.54
38	-1417.27
39	-1392.36
40	-1451.37
41	-1575.26
42	-1575.74
43	-1574.89
44	-1665.6
45	-1405.71
46	-1415.54
47	-1428.91
48	-1426.42
49	-1435.71
50	-1449.77
51	-1512.72
52	-1443.03
53	-1494.42
54	-1621.15
55	-1669.56
56	-1713.5
57	-1428.13
58	-1432.96
59	-1424.61
60	-1484.36
61	-1440.19
62	-1410.64
63	-1453.03
64	-1428.51
65	-1825.9
66	-1573.96
67	-1522.24
68	-1754.14
69	-1412.67
70	-1442.79
71	-1472.72
72	-1415.19
73	-1646.21
74	-1540.97
75	-1517.95
76	-1525.52
77	-1997.33
78	-2392.1
79	-1618.11
80	-1820.77
81	-1390.21
82	-1407.5
83	-1415.36
84	-1520.96
85	-1399.1
86	-1412.32
87	-1437.76
88	-1396.94
89	-1583.93
90	-1538.68
91	-1504.7
92	-1646.24
93	-1406.38
94	-1431.09
95	-1439.05
96	-1523.21
97	-1449.39
98	-1392.78
99	-1466.52
100	-1403.37
101	-1759.32
102	-1617.94
103	-1923.71
104	-1811.64
105	-1384.26
106	-1389.89
107	-1429.95
108	-1419.41
109	-1549.26
110	-1449.77
111	-1410.69
112	-1400.77
113	-1479.92
114	-1502.45
115	-1568.45
116	-1622.28
117	-1362.46
118	-1451.11
119	-1407.98
120	-1427.44
121	-1412.16
122	-1432.38
123	-1437.89
124	-1443.57
125	-1393.02
126	-1557.79
127	-1572.24
128	-1509.75
129	-1384.79
130	-1358.78
131	-1488.81
132	-1500.54
133	-1458.76
134	-1387.29
135	-1436.42
136	-1486.02
137	-1655.46
138	-1687.99
139	-1660.83
140	-1719
141	-1420.66
142	-1421.18
143	-1418.28
144	-1435.5
145	-1550.17
146	-1530.52
147	-1507.17
148	-1517.99
149	-2366.98
150	-1974.23
151	-1888.69
152	-1767.7
153	-1398.69
154	-1445.57
155	-1462.28
156	-1449.82
157	-1416.18
158	-1420.29
159	-1462.24
160	-1418.28
161	-1567.11
162	-2003.52
163	-1512.02
164	-1675.78
165	-1425.04
166	-1425.36
167	-1442.26
168	-1473.41
169	-1510.84
170	-1419.52
171	-1429.25
172	-1459.38
173	-1707.35
174	-1492.67
175	-1721
176	-1710.97
177	-1426.53
178	-1605.59
179	-1408.55
180	-1402.06
181	-1413.18
182	-1468.58
183	-1392.03
184	-1434.36
185	-1644.71
186	-1706
187	-1507.45
188	-1610.91
189	-1475.22
190	-1453.57
191	-1441.19
192	-1407.1
193	-1453.29
194	-1432.85
195	-1440.91
196	-1436.22
197	-1890.56
198	-1615
199	-1844.83
200	-2010.85
201	-1394.42
202	-1457.11
203	-1396.12
204	-1591.95
205	-1414.76
206	-1440.47
207	-1354.12
208	-1429.21
209	-1436
210	-1400
211	-1312
212	-1664
213	-1340.37
214	-1415
215	-1349.9
216	-1426.21
217	-1411.92
218	-1546.05
219	-1379.66
220	-1430.97
221	-1455.62
222	-1720.84
223	-1562.45
224	-1529.49
225	-1353.74
226	-1423.95
227	-1397
228	-1464.15
229	-1425.05
230	-1367.2
231	-1383.06
232	-1391.16
233	-1756.15
234	-1617.48
235	-1638.94
236	-2028.28
237	-1378.06
238	-1354.03
239	-1425.99
240	-1443.13
241	-1503.7
242	-1431.57
243	-1465
244	-1461.85
245	-1839.54
246	-1421.89
247	-1792.48
248	-1832.95
249	-1395.91
250	-1502.28
251	-1417.9
252	-1438.74
253	-1496.51
254	-1413.89
255	-1355.06
256	-1370.48
257	-1605.4
258	-1325.41
259	-1407.6
260	-1559.03
261	-1397.61
262	-1385.65
263	-1394.96
264	-1364.04
265	-1534.4
266	-1380.47
267	-1371.48
268	-1380.11
269	-1583.92
270	-1320.66
271	-1707.61
272	-1758.92
273	-1365.23
274	-1375.01
275	-1413.11
276	-1376.34
277	-1434.05
278	-1488.86
279	-1435.18
280	-1438.22
281	-1602.89
282	-1455.02
283	-1721.21
284	-1978.6
285	-1416.32
286	-1407.5
287	-1413.23
288	-1449.94
