Module	 HV
1	-1426.25
2	-1458.53
3	-1453.94
4	-1420.17
5	-2038.35
6	-1647.42
7	-1630.39
8	-1668.26
9	-1431.69
10	-1367.37
11	-1351.86
12	-1443.64
13	-1412.56
14	-1419.35
15	-1417
16	-1394.17
17	-1748.01
18	-1580.39
19	-1858.8
20	-2219.38
21	-1395.97
22	-1452.3
23	-1482.1
24	-1557.51
25	-1419.78
26	-1531.91
27	-1455.12
28	-1397.61
29	-1715.71
30	-1614.16
31	-2444.38
32	-1664.47
33	-1394.97
34	-1401.59
35	-1521.23
36	-1406.63
37	-1436.42
38	-1416.41
39	-1389.51
40	-1410.74
41	-1564.11
42	-1566.71
43	-1615.85
44	-1654.07
45	nan
46	-1401.93
47	-1423.98
48	-1421.77
49	-1434.59
50	-1448.11
51	-1512.76
52	-1423.95
53	-1479.2
54	-1560.03
55	-1627.68
56	-1713.71
57	-1424.77
58	-1422.9
59	-1411.86
60	-1489.17
61	-1430.02
62	-1409.97
63	-1452.49
64	-1415.6
65	-1831.79
66	-1569.26
67	-1558.38
68	-1768.86
69	-1396.33
70	nan
71	-1427.32
72	-1410.4
73	-1637.09
74	-1548.69
75	-1532.36
76	-1529.99
77	-2035.46
78	-2375.95
79	-1610
80	-1688.47
81	-1388.39
82	-1390.9
83	-1410.69
84	-1554.33
85	-1390.15
86	-1409.49
87	-1437.63
88	-1393.12
89	-1587.29
90	-1522.56
91	-1477.86
92	-1637.26
93	-1395.16
94	-1408.89
95	-1436.11
96	-1518.1
97	-1439.87
98	-1390.93
99	-1467.35
100	-1399.32
101	-1743.47
102	-1596.78
103	-1673.03
104	-1764.9
105	-1383.1
106	-1381.65
107	-1427.49
108	-1420.24
109	-1522.67
110	-1424.29
111	-1407.62
112	-1397.14
113	-1514.23
114	-1498.07
115	-1574.51
116	-1619.64
117	-1357.91
118	-1443.53
119	-1407.2
120	-1431.56
121	-1408.87
122	-1432.52
123	-1424.82
124	-1438.6
125	-1386.94
126	-1544.05
127	-1563.91
128	-1483.39
129	-1384.92
130	-1353.12
131	-1484.83
132	-1451.58
133	-1464.36
134	-1384.05
135	-1432.78
136	-1485.07
137	-1616.42
138	-1646.77
139	-1617.37
140	-1734.12
141	-1422.51
142	-1418.45
143	-1415.46
144	-1429.52
145	-1630.6
146	-1541.8
147	-1505.41
148	-1584.83
149	-2128.79
150	-1980.06
151	-1883.51
152	-1768.38
153	-1385.99
154	-1398.05
155	-1404.8
156	-1430.53
157	-1420.01
158	-1422
159	-1441.36
160	-1385.35
161	-1401.34
162	-1845.6
163	-1415.87
164	-1682.82
165	-1381.53
166	-1410.93
167	-1421.72
168	nan
169	-1490.13
170	-1409.12
171	-1364.68
172	-1459.95
173	-1665.69
174	-1471.51
175	-1631.68
176	-1599.4
177	-1407.83
178	-1682.98
179	-1385.35
180	-1433.43
181	-1377.51
182	-1465.13
183	-1388.06
184	-1431.48
185	-1631.52
186	-1487.03
187	-1476.48
188	-1565.02
189	-1470.48
190	-1432.53
191	-1439.93
192	-1412.89
193	-1415.14
194	-1380.4
195	-1440.39
196	-1421.74
197	-1903.92
198	-796.153
199	-1622.54
200	-2003.81
201	nan
202	-1454.43
203	-1395.72
204	-1540.19
205	-1463.84
206	-1509.27
207	-1395.14
208	-1475.4
209	-1713.47
210	-1441.06
211	-1529.33
212	-1914.94
213	-1396.83
214	-1429.23
215	-1384.35
216	-1503.25
217	-1413.11
218	-1561.3
219	-1389.33
220	-1419.61
221	-1481.62
222	-1587.84
223	-1473.11
224	-1525.76
225	-1350.56
226	-1425.2
227	-1401.15
228	-1428.8
229	-1418.63
230	-1359.65
231	-1442.41
232	-1461.25
233	-1739.09
234	-1487.25
235	-1547.93
236	-1790.88
237	-1438.11
238	-1426.22
239	-1408.49
240	-1430.89
241	-1499.69
242	-1411.42
243	-1705.11
244	-1457.45
245	-1803.39
246	-1383.73
247	-1792.58
248	-1761.94
249	-1382
250	-1473.21
251	-1416.19
252	-1434.26
253	-1500.48
254	-1413.2
255	-1354.2
256	-1357.79
257	-1564.45
258	-1299.23
259	-1448.87
260	-1576.11
261	-1395.69
262	-1379.66
263	-1387.6
264	-1368.68
265	-1507.08
266	-1375.14
267	-1370.69
268	-1373.66
269	-1548.83
270	-1320.8
271	-1651.69
272	-1678.1
273	-1355.13
274	-1364.37
275	-1404.8
276	-1362.24
277	-1434.83
278	-1475.75
279	-1423.48
280	-1424.9
281	-1578.04
282	-1355.07
283	-1529.86
284	-1992.93
285	-1414.8
286	-1392
287	-1400.13
288	-1448.52
